,0
39,"['neo-hetergeneous', 'programming', 'parallelized', 'optimization', 'human', 'genome', 're-sequencing', 'analysis', 'software', 'pipeline', 'th-2', 'supercomputer', 'growing', 'velocity', 'biological', 'big', 'data', 'way', 'beyond', 'moore', ""'s"", 'law', 'compute', 'power', 'growth', 'amount', 'genomic', 'data', 'explosively', 'accumulating', 'call', 'enormous', 'amount', 'computing', 'power', 'current', 'computation', 'method', 'scale', 'data', 'explosion', 'paper', 'try', 'utilize', 'huge', 'computing', 'resource', 'solve', 'thebig', 'dataproblems', 'genome', 'processing', 'th-2', 'supercomputer', 'th-2supercomputer', 'adopts', 'neo-heterogeneous', 'architecture', 'owns', '16,000', 'compute', 'node', 'intel', 'xeon', 'cpu', '+', 'xeon', 'phi', 'mics', 'heterogeneity', 'scalability', 'parallel', 'efficiency', 'pose', 'great', 'challenge', 'forthe', 'deployment', 'genomeanalysis', 'software', 'pipeline', 'th-2', 'runtime', 'profiling', 'show', 'soap3-dp', 'soapsnp', 'time-consuming', 'part', '%', 'total', 'runtime', 'whole', 'pipeline', 'need', 'parallelized', 'optimization', 'deeply', 'large-scale', 'deployment', 'address', 'issue', 'first', 'designa', 'series', 'new', 'parallel', 'algorithm', 'soap3-dp', 'soapsnp', 'respectively', 'eliminatethe', 'spatial-temporal', 'redundancy', 'propose', 'cpu/mic', 'collaboratedparallel', 'computing', 'method', 'one', 'node', 'fully', 'fill', 'cpu/mic', 'time', 'slot', 'also', 'propose', 'series', 'ofscalable', 'parallel', 'algorithm', 'large', 'scaleprogramming', 'method', 'reduce', 'amount', 'communication', 'different', 'node', 'moreover', 'deploy', 'evaluate', 'work', 'th-2', 'supercomputer', 'different', 'scale', 'large', 'scale', 'whole', 'process', 'take', '8.37', 'hour', 'using', 'node', 'finish', 'analysis', '300tb', 'dataset', 'whole', 'genome', 'sequence', '2,000', 'human', 'being', 'take', 'long', 'month', 'commodity', 'server', 'speedup', '700x']"
40,"['data', 'storage', 'big', 'data', 'exascale', 'era', 'challenge', 'prospect', 'last', 'year', 'data', 'become', 'foundation', 'modern', 'computing', 'storage', 'infrastructure', 'major', 'technological', 'concern', 'today', 'revolve', 'around', 'ability', 'store', 'process', 'enormous', 'amount', 'data', 'generated', 'different', 'source', 'multiple', 'domain', 'human', 'activity', 'large', 'storage', 'processing', 'infrastructure', 'becoming', 'cornerstone', 'keeping', 'data', 'growth', 'exascale', 'computing', 'storage', 'technology', 'starting', 'exhibit', 'significant', 'overlap', 'term', 'problem', 'well', 'solution', 'data-centric', 'view', 'world', 'paper', 'discus', 'issue', 'emerged', 'data', 'storage', 'processing', 'stack', 'direction', 'solution', 'people', 'pursuing', 'today', 'top-down', 'fashion', 'examine', 'conceptual', 'layer', 'data', 'processing', 'storage', 'stack', 'use', 'case', 'application', 'framework', 'storage', 'system', 'infrastructure', 'present', 'emerging', 'challenge', 'technol-', 'ogy', 'trend', 'layer.']"
41,"['energy-efficient', 'algorithm', 'ultrascale', 'system', 'chance', 'reach', 'exascale', 'ultrascale', 'computing', 'strongly', 'connected', 'problem', 'energy', 'consumption', 'processing', 'application', 'physical', 'well', 'economical', 'reason', 'energy', 'consumption', 'reduced', 'significantly', 'make', 'ultrascale', 'computing', 'possible', 'research', 'effort', 'towards', 'energy-saving', 'mechanism', 'hardware', 'already', 'led', 'energy-aware', 'hardware', 'system', 'available', 'today', 'however', 'hardware', 'mechanism', 'obtain', 'energy', 'reduction', 'software', 'exploit', 'energy-efficient', 'computing', 'actually', 'result', 'software', 'area', 'also', 'exists', 'multitude', 'research', 'approach', 'towards', 'energy', 'saving', 'research', 'approach', 'result', 'often', 'isolated', 'either', 'system', 'software', 'level', 'application', 'organization', 'level', 'reflecting', 'expertise', 'corresponding', 'research', 'group', 'challenge', 'reducing', 'energy', 'consumption', 'dramatically', 'make', 'ultrascale', 'computing', 'possible', 'ambition', 'concerted', 'action', 'combining', 'software', 'level', 'research', 'effort', 'seems', 'reasonable', 'article', 'demonstrate', 'current', 'research', 'effort', 'result', 'related', 'energy', 'diverse', 'area', 'software', 'moreover', 'conclude', 'open', 'problem', 'question', 'concerning', 'energy-related', 'technique', 'emphasis', 'application', 'algorithmic', 'side']"
42,"['dynamic', 'voltage', 'frequency', 'scaling', '3d', 'classical', 'spin', 'glass', 'power', 'consumption', 'large-scale', 'high', 'performance', 'computing', 'hpc', 'system', 'becoming', 'crucial', 'challenge', 'context', 'increasing', 'performance', 'regardless', 'energy', 'consumption', 'therefore', 'finding', 'way', 'improve', 'energy', 'eвђ‚ciency', 'become', 'main', 'issue', 'hpc', 'application', 'present', 'paper', 'investigates', 'energy', 'eвђ‚ciency', '3d', 'classical', 'spin', 'glass', 'using', 'performance', 'ondemand', 'powersave', 'mode', 'dynamic', 'voltage', 'frequency', 'scaling', 'dvfs', 'method']"
43,"['application', 'ultrascale', 'computing', 'study', 'complex', 'physical', 'engineering', 'system', 'represented', 'multi-scale', 'multi-physics', 'computer', 'simulation', 'increasing', 'demand', 'computing', 'power', 'especially', 'simulation', 'realistic', 'problem', 'considered', 'demand', 'driven', 'increasing', 'size', 'complexity', 'studied', 'system', 'time', 'constraint', 'ultrascale', 'computing', 'system', 'offer', 'possible', 'solution', 'problem', 'future', 'ultrascale', 'system', 'large-scale', 'complex', 'computing', 'system', 'combining', 'technology', 'high', 'performance', 'computing', 'distributed', 'system', 'big', 'data', 'cloud', 'computing', 'thus', 'challenge', 'developing', 'programming', 'complex', 'algorithm', 'system', 'twofold', 'firstly', 'complex', 'algorithm', 'either', 'developed', 'scratch', 'redesigned', 'order', 'yield', 'high', 'performance', 'retaining', 'correct', 'functional', 'behaviour', 'secondly', 'ultrascale', 'computing', 'system', 'impose', 'number', 'non-functional', 'cross-cutting', 'concern', 'fault', 'tolerance', 'energy', 'consumption', 'significantly', 'impact', 'deployment', 'application', 'large', 'complex', 'system', 'article', 'discus', 'state-of-the-art', 'programming', 'current', 'future', 'large', 'scale', 'system', 'emphasis', 'complex', 'application', 'derive', 'number', 'programming', 'execution', 'support', 'requirement', 'studying', 'several', 'computing', 'application', 'author', 'currently', 'developing', 'discus', 'potential', 'necessary', 'upgrade', 'ultrascale', 'execution']"
44,"['exascale', 'machine', 'require', 'new', 'programming', 'paradigm', 'runtimes', 'extreme', 'scale', 'parallel', 'computing', 'system', 'ten', 'thousand', 'optionally', 'accelerator-equiped', 'node', 'hundred', 'core', 'well', 'deep', 'memory', 'hierarchy', 'complex', 'interconnect', 'topology', 'exascale', 'system', 'provide', 'hardware', 'parallelism', 'multiple', 'level', 'energy', 'constrained', 'extreme', 'scale', 'rapidly', 'deteriorating', 'reliablity', 'hardware', 'component', 'mean', 'exascale', 'system', 'exhibit', 'low', 'mean-time-between-failure', 'value', 'furthermore', 'existing', 'programming', 'model', 'already', 'require', 'heroic', 'programming', 'optimisation', 'effort', 'achieve', 'high', 'efficiency', 'current', 'supercomputer', 'invariably', 'effort', 'platform-specific', 'non-portable', 'paper', 'explore', 'shortcoming', 'existing', 'programming', 'model', 'runtime', 'system', 'large', 'scale', 'computing', 'system', 'propose', 'discus', 'important', 'feature', 'programming', 'paradigm', 'runtime', 'system', 'deal', 'large', 'scale', 'computing', 'system', 'special', 'focus', 'data-intensive', 'application', 'resilience.finally', 'also', 'discus', 'code', 'sustainability', 'issue', 'propose', 'several', 'software', 'metric', 'paramount', 'importance', 'code', 'development', 'large', 'scale', 'computing', 'system']"
45,"['energy', 'measurement', 'tool', 'ultrascale', 'computing', 'survey', 'energy', 'efficiency', 'one', 'main', 'challenge', 'way', 'towards', 'ultrascale', 'system', 'great', 'need', 'access', 'high-quality', 'energy', 'consumption', 'data', 'data', 'would', 'enable', 'researcher', 'designer', 'pinpoint', 'energy', 'inefficiency', 'level', 'computing', 'stack', 'whole', 'node', 'critical', 'region', 'code', 'however', 'measurement', 'capability', 'often', 'missing', 'significantly', 'differ', 'platform', 'exist', 'standard', 'yet', 'established', 'end', 'paper', 'attempt', 'extensive', 'survey', 'energy', 'measurement', 'tool', 'currently', 'available', 'hardware', 'software', 'level', 'comparing', 'feature', 'respect', 'energy', 'monitoring']"
46,"['resilience', 'within', 'ultrascale', 'computing', 'system', 'challenge', 'opportunity', 'nesus', 'project', 'ultrascale', 'computing', 'new', 'computing', 'paradigm', 'come', 'naturally', 'necessity', 'computing', 'system', 'able', 'handle', 'massive', 'data', 'possibly', 'large', 'scale', 'distributed', 'system', 'enabling', 'new', 'form', 'application', 'serve', 'large', 'amount', 'user', 'timely', 'manner', 'never', 'experienced', 'however', 'besides', 'benefit', 'ultrascale', 'computing', 'system', 'come', 'without', 'challenge', 'one', 'challenge', 'resilience', 'ultrascale', 'computing', 'system', 'although', 'resilience', 'already', 'established', 'field', 'system', 'science', 'many', 'methodology', 'approach', 'available', 'deal', 'unprecedented', 'scale', 'computing', 'massive', 'data', 'managed', 'new', 'network', 'technology', 'drastically', 'new', 'form', 'massive', 'scale', 'application', 'bring', 'new', 'challenge', 'need', 'addressed', 'paper', 'review', 'challenge', 'approach', 'resilience', 'ultrascale', 'computing', 'system', 'multiple', 'perspective', 'involving', 'addressing', 'resilience', 'aspect', 'hardware-software', 'co-design', 'ultrascale', 'system', 'resilience', 'security', 'attack', 'new', 'approach', 'methodology', 'resilience', 'ultrascale', 'system', 'application', 'case', 'study']"
48,"['energy', 'efficiency', 'ultrascale', 'system', 'challenge', 'trend', 'nesus', 'project', 'energy', 'consumption', 'one', 'main', 'limiting', 'factor', 'designing', 'deploying', 'ultrascale', 'system', 'therefore', 'paper', 'present', 'challenge', 'trend', 'associated', 'energy', 'efficiency', 'ultrascale', 'system', 'based', 'current', 'activity', 'working', 'group', 'energy', 'efficiency', 'european', 'cost', 'action', 'nesus', 'ic1305', 'analysis', 'contains', 'major', 'area', 'related', 'study', 'energy', 'efficiency', 'ultrascale', 'system', 'heterogeneous', 'low', 'power', 'hardware', 'architecture', 'power', 'monitoring', 'large', 'scale', 'modeling', 'simulation', 'ultrascale', 'system', 'energy-aware', 'scheduling', 'resource', 'management', 'energy-efficient', 'application', 'design']"
49,"['dense', 'matrix', 'computation', 'numa', 'architecture', 'distance-aware', 'work', 'stealing', 'employ', 'dynamic', 'runtime', 'system', 'ompss', 'decrease', 'overhead', 'data', 'motion', 'ubiquitous', 'non-uniform', 'memory', 'access', 'numa', 'high', 'concurrency', 'environment', 'multicore', 'processor', 'dense', 'numerical', 'linear', 'algebra', 'algorithm', 'cholesky', 'factorization', 'symmetric', 'matrix', 'inversion', 'employed', 'representative', 'benchmark', 'work', 'stealing', 'occurs', 'within', 'innovative', 'numa-aware', 'scheduling', 'policy', 'reduce', 'data', 'movement', 'numa', 'node', 'overall', 'approach', 'achieves', 'separation', 'concern', 'abstracting', 'complexity', 'hardware', 'end', 'user', 'high', 'productivity', 'achieved', 'performance', 'result', 'large', 'numa', 'system', 'outperform', 'state-of-the-art', 'existing', 'implementation', 'two', 'fold', 'speedup', 'cholesky', 'factorization', 'well', 'symmetric', 'matrix', 'inversion', 'ompss-enabled', 'code', 'maintains', 'strong', 'similarity', 'original', 'sequential', 'version']"
50,"['study', 'dynamic', 'characteristic', 'software', 'implementation', 'essential', 'part', 'universal', 'description', 'algorithm', 'property', 'algowiki', 'open', 'encyclopedia', 'algorithm', 'property', 'feature', 'implementation', 'various', 'computer', 'system', 'enables', 'entire', 'computing', 'community', 'work', 'together', 'describe', 'property', 'multitude', 'mathematical', 'algorithm', 'implementation', 'various', 'software', 'hardware', 'platform', 'part', 'algowiki', 'project', 'structure', 'suggested', 'providing', 'universal', 'description', 'algorithm', 'property', 'along', 'first', 'part', 'description', 'dedicated', 'machine-independent', 'property', 'algorithm', 'extremely', 'important', 'study', 'describe', 'dynamic', 'characteristic', 'software', 'implementation', 'studying', 'fundamental', 'algorithm', 'property', 'execution', 'time', 'performance', 'data', 'locality', 'efficiency', 'scalability', 'give', 'estimate', 'potential', 'implementation', 'quality', 'given', 'algorithm', 'specific', 'computer', 'lay', 'foundation', 'comparative', 'analysis', 'various', 'computing', 'platform', 'regard', 'algorithm', 'presented', 'algowiki']"
52,"['octotron', 'approach', 'towards', 'autonomous', 'reliable', 'operation', 'supercomputer', 'supercomputing', 'center', 'maintenance', 'practice', 'determines', 'set', 'strict', 'requirement', 'technology', 'facility', 'supporting', 'supercomputer', 'operation', 'maintaining', 'high', 'productivity', 'supercomputer', 'constant', 'monitoring', 'potential', 'source', 'emergency', 'situation', 'performance', 'critical', 'component', 'automatic', 'decision-making', 'maintenance', 'support', 'system', 'guaranteed', 'operator', 'notification', 'supercomputer', 'current', 'status', 'requirement', 'met', 'neither', 'efficient', 'operation', 'supercomputer', 'safety', 'hardware', 'guaranteed', 'overall', 'complexity', 'maintenance', 'problem', 'grows', 'extremely', 'fast', 'simultaneously', 'growth', 'state-of-the-art', 'supercomputer', 'complexity']"
61,
62,"['case', 'embedded', 'fpga-based', 'socs', 'energy-efficient', 'acceleration', 'graph', 'problem', 'sparse', 'graph', 'problem', 'notoriously', 'hard', 'accelerate', 'conventional', 'platform', 'due', 'irregular', 'memory', 'access', 'pattern', 'resulting', 'underutilization', 'memory', 'bandwidth', 'bottleneck', 'traditional', 'x86-based', 'system', 'mean', 'sparse', 'graph', 'problem', 'scale', 'poorly', 'term', 'performance', 'power', 'efficiency', 'cluster', 'embedded', 'socs', 'systems-on-chip', 'closely-coupled', 'fpga', 'accelerator', 'support', 'distributed', 'memory', 'access', 'better', 'matched', 'low-power', 'processing', 'first', 'conduct', 'preliminary', 'experiment', 'across', 'range', 'cot', 'commercial', 'off-the-shelf', 'embedded', 'socs', 'establish', 'promise', 'energy-efficiency', 'acceleration', 'sparse', 'problem', 'select', 'xilinx', 'zynq', 'soc', 'fpga', 'accelerator', 'construct', 'prototype', '32-node', 'beowulf', 'cluster', 'develop', 'specialized', 'mpi', 'routine', 'memory', 'dma', 'offload', 'engine', 'support', 'irregular', 'communication', 'efficiently', 'setup', 'use', 'arm', 'processor', 'data', 'marshaller', 'local', 'dma', 'traffic', 'well', 'remote', 'mpi', 'traffic', 'fpga', 'may', 'used', 'programmable', 'accelerator', 'across', 'set', 'benchmark', 'graph', 'show', '32-node', 'embedded', 'soc', 'cluster', 'exceed', 'energy', 'efficiency', 'intel', 'e5-2407', 'much', '1.7г—', 'total', 'graph', 'processing', 'capacity', '91вђ', 'mteps', 'graph', 'large', 'million', 'node', 'edge']"
